"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"refseq"
"ENSG00000021300"	27.6610775481859	-2.53057364981229	1.27576300286597	-1.98357660798081	0.047303059064139	0.567636708769669	"PLEKHB1"	"NM_001130033"
"ENSG00000025156"	383.447904298184	1.94224922195784	0.975422951022154	1.99118671538592	0.0464603638066837	0.567636708769669	"HSF2"	"NM_001135564"
"ENSG00000005108"	141.747348345588	2.42475561226187	1.22890449084759	1.97310338624403	0.0484837845654449	0.572222262307064	"THSD7A"	"NM_015204"
"ENSG00000063587"	345.810285281682	1.37304832064026	0.697947073866568	1.96726710670722	0.0491524250956068	0.572222262307064	"ZNF275"	"NM_001080485"
"ENSG00000038945"	441.672604435773	1.5326944225537	0.785454744636299	1.95134657091339	0.0510158326293736	0.585181609572227	"MSR1"	"NM_002445"
"ENSG00000060138"	7182.91597235576	1.37452729556644	0.711195004404255	1.93270099909917	0.053273042056686	0.593941929173233	"YBX3"	"NM_001145426"
"ENSG00000063761"	105.653749598307	-1.65348420547486	0.855635980103918	-1.93246221982629	0.0533024808232388	0.593941929173233	"ADCK1"	"NM_001142545"
"ENSG00000010803"	1052.01736972764	1.2796060015175	0.678229216490139	1.88668663986419	0.0592024856933621	0.641360261678089	"SCMH1"	"NM_001031694"
"ENSG00000056558"	77.2536017676429	-1.88712959296585	0.999890570628695	-1.88733612297122	0.0591151307574605	0.641360261678089	"TRAF1"	"NM_001190945"
"ENSG00000005513"	15.7027302842071	-3.55284757035557	1.92412531358895	-1.84647410709891	0.0648233956243042	0.692633542287086	"SOX8"	"NM_014587"
"ENSG00000006652"	651.474557453514	1.66069489983126	0.910185410338662	1.82456769902887	0.0680662915169972	0.716549812062618	"IFRD1"	"NM_001007245"
"ENSG00000011465"	8.58534888985987	4.24738198700002	2.34261836242985	1.81309173321534	0.0698176739958448	0.716549812062618	"DCN"	"NM_001920"
"ENSG00000042062"	84.8397451150553	-1.74832866940374	0.963831278862414	-1.81393643031305	0.0696875132553692	0.716549812062618	"RIPOR3"	"NM_001290268"
"ENSG00000049618"	1198.39253007001	1.14597421226582	0.634814594410645	1.80521087945328	0.0710416891298125	0.719643084691607	"ARID1B"	"NM_001346813"
"ENSG00000011007"	672.311220797122	1.40588812201137	0.791788768167176	1.77558482581876	0.0758013728897288	0.758013728897288	"ELOA"	"NM_003198"
"ENSG00000003249"	11.6322364752495	-3.64724908862044	2.06471635868793	-1.76646495450744	0.0773178760985	0.76339168806114	"DBNDD1"	"NM_001042610"
"ENSG00000051108"	390.884430884456	-1.45350069184503	0.832602898111704	-1.74573100230793	0.0808577053003016	0.787531471847987	"HERPUD1"	"NM_001010989"
"ENSG00000065548"	958.617528011712	1.40102333498882	0.804983129012657	1.74043813403547	0.0817821143842141	0.787531471847987	"ZC3H15"	"NM_018471"
"ENSG00000013441"	5426.08729055328	1.56440422572351	0.905641317586525	1.72739935264057	0.0840959668212286	0.794814982828174	"CLK1"	"NM_001024646"
"ENSG00000023734"	772.000075715966	1.28388520880716	0.744398570936577	1.72472820197897	0.0845764661214595	0.794814982828174	"STRAP"	"NM_007178"
"ENSG00000004809"	162.42701707219	1.28191355997631	0.750396462330585	1.70831503655406	0.0875779027282964	0.803656048565543	"SLC22A16"	"NM_033125"
"ENSG00000027869"	18.2233807383444	-2.85984854042949	1.67112176702835	-1.71133462375693	0.0870193582152247	0.803656048565543	"SH2D2A"	"NM_001161441"
"ENSG00000065268"	164.557727505158	-1.31004298384067	0.771269058408774	-1.69855508860093	0.0894030446634297	0.810864823691571	"WDR18"	"NM_024100"
"ENSG00000066379"	53.3693334478249	-1.68726550628254	0.996795918614716	-1.69268901966151	0.0905146764163224	0.811510892008408	"ZNRD1"	"NM_001278785"
"ENSG00000001167"	910.543687640543	1.25813013639315	0.746053922941747	1.68637962713505	0.0917227028830415	0.81299668464514	"NFYA"	"NM_002505"
"ENSG00000004478"	255.515201208606	-1.29252917289373	0.779547672095636	-1.65805019905846	0.0973073345480849	0.81782196964779	"FKBP4"	"NM_002014"
"ENSG00000005381"	617.750166464413	1.65687217424027	0.998411893048277	1.65950764987547	0.0970135404383018	0.81782196964779	"MPO"	"NM_000250"
"ENSG00000008988"	7140.8585020392	1.0404446553284	0.627890046434642	1.65704913023606	0.0975095425349288	0.81782196964779	"RPS20"	"NM_001023"
"ENSG00000048405"	552.76437175538	1.42435502928832	0.857316794304879	1.66141038966022	0.0966310525635726	0.81782196964779	"ZNF800"	"NM_176814"
"ENSG00000058453"	278.928439973787	-1.33967014075703	0.80693215654248	-1.66020170332189	0.0968738821168483	0.81782196964779	"CROCC"	"NM_014675"
"ENSG00000031081"	18.3056355965048	-2.64727607242741	1.6118201843895	-1.64241402239922	0.100504230866128	0.833971277399789	"ARHGAP31"	"NM_020754"
"ENSG00000020633"	184.361773247979	-1.43432396919638	0.877469556750134	-1.63461393978004	0.102130003566916	0.838541081917833	"RUNX3"	"NM_001031680"
"ENSG00000042493"	485.716761743735	-1.27388645366488	0.785823336787261	-1.62108503785724	0.104999402367918	0.85312014423933	"CAPG"	"NM_001256139"
"ENSG00000008517"	70.4898255464288	-1.65289928661792	1.05198949458521	-1.57121273085492	0.11613324392993	0.869185520664923	"IL32"	"NM_001012631"
"ENSG00000010017"	753.597308077693	1.1085485499318	0.712498858387119	1.55586010683753	0.119741361449296	0.869185520664923	"RANBP9"	"NM_005493"
"ENSG00000010219"	46.518747992658	-1.80222895537547	1.12976642673814	-1.59522261657116	0.110662462943377	0.869185520664923	"DYRK4"	"NM_001282285"
"ENSG00000012779"	4050.97507246084	-1.01804997754304	0.645021904311938	-1.57831845823751	0.114492467513727	0.869185520664923	"ALOX5"	"NM_000698"
"ENSG00000015479"	3794.10918064687	1.17449811727049	0.745493488950445	1.57546395062958	0.115149393171099	0.869185520664923	"MATR3"	"NM_001194954"
"ENSG00000018280"	72.6128257265412	-1.91769372628797	1.22520623182379	-1.565200760882	0.117535843181417	0.869185520664923	"SLC11A1"	"NM_000578"
"ENSG00000028277"	399.513057940803	-1.67744338548159	1.05985630945763	-1.58270830726101	0.113487963994068	0.869185520664923	"POU2F2"	"NM_001207025"
"ENSG00000032444"	493.669887560513	-1.13515294747368	0.711024697070363	-1.59650283900243	0.110376572421682	0.869185520664923	"PNPLA6"	"NM_001166111"
"ENSG00000040199"	203.872665283105	1.23589844901834	0.795654026692112	1.55331137348292	0.120348764399759	0.869185520664923	"PHLPP2"	"NM_001289003"
"ENSG00000049759"	106.683562617606	-1.55821736297266	0.970186958404264	-1.60610009181691	0.108251919727314	0.869185520664923	"NEDD4L"	"NM_001144964"
"ENSG00000063046"	3192.22569596696	0.965601528424588	0.618210248355595	1.56193063928176	0.118304329601138	0.869185520664923	"EIF4B"	"NM_001300821"
"ENSG00000066827"	165.428717422773	1.32588122608645	0.844783547393199	1.56949224470316	0.116533285127797	0.869185520664923	"ZFAT"	"NM_001029939"
"ENSG00000013364"	398.906757729859	-1.18732060069769	0.770827127176617	-1.5403202077833	0.123482320394428	0.883634953281228	"MVP"	"NM_001293204"
"ENSG00000026508"	412.785451061051	-1.3519508988779	0.884387992011888	-1.52868527285445	0.126342484956728	0.895883075147704	"CD44"	"NM_000610"
"ENSG00000007171"	234.763049900562	1.17981990887032	0.774385925106089	1.52355546584695	0.127619795145477	0.896787749670918	"NOS2"	"NM_000625"
"ENSG00000001630"	15.6344753012008	2.49889638454448	1.66075026093066	1.50467920633903	0.132406571569957	0.913956865704128	"CYP51A1"	"NM_000786"
"ENSG00000048471"	736.568578750419	0.973217969612973	0.645325317427147	1.50810442939556	0.131527801758515	0.913956865704128	"SNX29"	"NM_001009607"
"ENSG00000002745"	8.34607844519035	-3.3659410223324	2.26874818755643	-1.48361155318771	0.13791200262513	0.91832127193513	"WNT16"	"NM_016087"
"ENSG00000015532"	230.340351021362	-1.10173265664163	0.740180306446296	-1.48846523887023	0.136628242811064	0.91832127193513	"XYLT2"	"NM_022167"
"ENSG00000021645"	132.865404438299	-1.33116989927742	0.900740732168572	-1.47786133316362	0.139444897775429	0.91832127193513	"NRXN3"	"NM_001105250"
"ENSG00000021762"	145.928007043063	-1.56190768097046	1.05862756735654	-1.47540809358539	0.140102860718308	0.91832127193513	"OSBPL5"	"NM_001144063"
"ENSG00000046651"	1495.61833184617	1.02112630272477	0.688922430311566	1.48220794939565	0.138284972042722	0.91832127193513	"OFD1"	"NM_001330209"
"ENSG00000059728"	259.651687859535	1.41242772874495	0.946945573254723	1.49156167855596	0.135814090613674	0.91832127193513	"MXD1"	"NM_001202513"
"ENSG00000006757"	40.5190884123861	2.35123665808788	1.61094414061236	1.4595395326334	0.144416668140014	0.920561671528984	"PNPLA4"	"NM_001142389"
"ENSG00000009307"	4272.75954047178	1.01516942235094	0.702115795475249	1.44587179051255	0.148213165472079	0.920561671528984	"CSDE1"	"NM_001007553"
"ENSG00000010610"	68.80977215183	-1.52928204149223	1.04831427614293	-1.45880112128104	0.144619853915111	0.920561671528984	"CD4"	"NM_000616"
"ENSG00000022976"	295.625998367043	-1.25163130926017	0.853473186879366	-1.46651509209871	0.142508012700607	0.920561671528984	"ZNF839"	"NM_001267827"
"ENSG00000023892"	1058.28115961449	-1.06595712836353	0.732139036783432	-1.45594904083614	0.14540670731386	0.920561671528984	"DEF6"	"NM_022047"
"ENSG00000034677"	709.506863653397	1.09670092884406	0.767213160356207	1.42946052741702	0.152871912345265	0.920561671528984	"RNF19A"	"NM_001280539"
"ENSG00000058673"	2190.8371790325	0.977100158416875	0.683335249472126	1.42989866126719	0.152746106319566	0.920561671528984	"ZC3H11A"	"NM_001319238"
"ENSG00000063177"	5145.79118302094	0.898412712801052	0.622473045357096	1.44329576919376	0.148937171097638	0.920561671528984	"RPL18"	"NM_000979"
"ENSG00000064547"	368.370156195116	-1.21364083258045	0.847051600476611	-1.43278264499774	0.151919962532059	0.920561671528984	"LPAR2"	"NM_004720"
"ENSG00000065613"	451.089980220999	0.992907320586068	0.69554177030815	1.42753082988269	0.153426945254831	0.920561671528984	"SLK"	"NM_001304743"
"ENSG00000065978"	4359.96271105615	0.935699373131898	0.65361038335742	1.43158584526375	0.152262382937916	0.920561671528984	"YBX1"	"NM_004559"
"ENSG00000055163"	2135.89057099697	0.955952493773242	0.673444569085474	1.41949692321583	0.155754193241427	0.927391379605445	"CYFIP2"	"NM_001037332"
"ENSG00000006025"	362.537068377093	-0.946312667108455	0.674826001107483	-1.4023061730808	0.160823837819916	0.936897111811567	"OSBPL7"	"NM_017731"
"ENSG00000009790"	557.067857012941	-1.33213028710466	0.949174340945411	-1.40346217722006	0.160479063062516	0.936897111811567	"TRAF3IP3"	"NM_001287754"
"ENSG00000058063"	470.941757836117	0.951146077490327	0.678483873868598	1.40186983673916	0.160954119208654	0.936897111811567	"ATP11B"	"NM_014616"
"ENSG00000007968"	1511.0942877103	0.991970748303564	0.715145065074311	1.3870902516827	0.165414244187751	0.951163416362511	"E2F2"	"NM_004091"
"ENSG00000054277"	55.671770054239	1.42768049629218	1.03030853629156	1.38568248830676	0.165843877724745	0.951163416362511	"OPN3"	"NM_001030011"
"ENSG00000008516"	78.6827972253433	1.2035673778398	0.875024696440293	1.37546675280831	0.168986786312241	0.962114549806921	"MMP25"	"NM_004142"
"ENSG00000066697"	90.8152767424371	1.21942654400959	0.891876796731071	1.36725896276152	0.171544149657378	0.969597367628657	"MSANTD3"	"NM_001198805"
"ENSG00000003400"	259.011017910926	-0.974923582727073	0.723071208814428	-1.34830922714457	0.177558945601167	0.971871936539543	"CASP10"	"NM_001206524"
"ENSG00000006634"	224.21246090716	1.099506858159	0.817953001954893	1.34421764518402	0.17887801736099	0.971871936539543	"DBF4"	"NM_001318060"
"ENSG00000010295"	528.94844259379	-0.883876142733476	0.656019769821321	-1.34733156437376	0.177873470601632	0.971871936539543	"IFFO1"	"NM_001039670"
"ENSG00000060069"	461.27242103612	-1.01538057446884	0.745567779445084	-1.36188902265141	0.173232911035931	0.971871936539543	"CTDP1"	"NM_001202504"
"ENSG00000063180"	62.1239535750087	-1.27241447600385	0.939605137644959	-1.35420127564761	0.175672172161553	0.971871936539543	"CA11"	"NM_001217"
"ENSG00000064545"	110.786497693463	-1.16481455422529	0.867623074234221	-1.34253524233824	0.179422511361146	0.971871936539543	"TMEM161A"	"NM_001256766"
"ENSG00000035928"	740.725103020459	0.921222504284986	0.689461475426055	1.33614790255788	0.181500935424867	0.976349859526872	"RFC1"	"NM_001204747"
"ENSG00000003147"	8.7887375924507	-2.73429445311588	2.09566146674917	-1.3047405301379	0.191981215442399	0.982452240167033	"ICA1"	"NM_001136020"
"ENSG00000004799"	16.0618087238482	-2.58734215036313	1.96571061090965	-1.316237566203	0.188094318670168	0.982452240167033	"PDK4"	"NM_002612"
"ENSG00000004939"	779.594947481041	-1.32268124713315	1.01087590077113	-1.30845066750939	0.190720496778147	0.982452240167033	"SLC4A1"	"NM_000342"
"ENSG00000006638"	18.6963927070294	-2.04844876535474	1.59378658341342	-1.2852716835949	0.198697361629937	0.982452240167033	"TBXA2R"	"NM_001060"
"ENSG00000010278"	2400.93635013373	1.21164086248124	0.946014075191721	1.28078523803748	0.200269110495587	0.982452240167033	"CD9"	"NM_001330312"
"ENSG00000011105"	220.110487455552	1.45047114352258	1.11697657036128	1.29856899599374	0.194091883771204	0.982452240167033	"TSPAN9"	"NM_001168320"
"ENSG00000011478"	48.3207976345598	-1.47955150377925	1.1517111355488	-1.28465503033817	0.198912859306231	0.982452240167033	"QPCTL"	"NM_001163377"
"ENSG00000018510"	412.794380663109	1.48087095370481	1.1443456764305	1.29407659259395	0.195638965905701	0.982452240167033	"AGPS"	"NM_003659"
"ENSG00000023171"	295.928890357625	0.99607723623667	0.775327639570304	1.28471782173109	0.19889090821068	0.982452240167033	"GRAMD1B"	"NM_001286563"
"ENSG00000026103"	21.9134584071359	-1.82851539815917	1.38246943042985	-1.32264436226314	0.185953674073953	0.982452240167033	"FAS"	"NM_000043"
"ENSG00000037897"	49.5322545924023	-1.3200624858092	1.00446757369638	-1.31419123959517	0.18878185582951	0.982452240167033	"METTL1"	"NM_005371"
"ENSG00000047634"	127.362483768295	-1.36246931781377	1.04914303282073	-1.29864973143902	0.194064162689128	0.982452240167033	"SCML1"	"NM_001037535"
"ENSG00000049323"	13.4237445946024	-2.12250219846924	1.65364806990207	-1.28352715254277	0.199307453076093	0.982452240167033	"LTBP1"	"NM_000627"
"ENSG00000065970"	389.889428330728	0.95227085150179	0.717767967311972	1.32671127003344	0.184604211448069	0.982452240167033	"FOXJ2"	"NM_018416"
"ENSG00000000419"	250.607150257525	0.452672841878598	0.735366000599502	0.615574885852161	0.538175130767215	0.997059335046076	"DPM1"	"NM_001317034"
"ENSG00000000457"	100.99615514995	-0.02754051837094	1.02482928155511	-0.026873274277594	0.978560809853655	0.997059335046076	"SCYL3"	"NM_020423"
"ENSG00000000460"	102.981604324438	0.575909512166651	0.988644376355723	0.582524440476293	0.560213483891845	0.997059335046076	"C1orf112"	"NM_001320047"
"ENSG00000001036"	10.3633229922034	-1.96222429775278	2.01874985353803	-0.971999722656977	0.331050686533946	0.997059335046076	"FUCA2"	"NM_032020"
"ENSG00000001084"	101.696251235854	-1.14285650278424	0.901277546015034	-1.26804058065947	0.204783459060718	0.997059335046076	"GCLC"	"NM_001197115"
"ENSG00000001497"	611.711381807843	-0.122481917247441	0.711757987290492	-0.172083656853228	0.863371761037455	0.997059335046076	"LAS1L"	"NM_001170649"
"ENSG00000001561"	102.492051502735	0.582685550063548	1.23198139834076	0.472966191574252	0.636237299680861	0.997059335046076	"ENPP4"	"NM_014936"
"ENSG00000001617"	285.898576201078	0.0632170678281221	0.732814297830108	0.0862661495761073	0.931254846858063	0.997059335046076	"SEMA3F"	"NM_001318798"
"ENSG00000001629"	443.412746140158	0.0291873753667578	0.659308257033622	0.0442696948739553	0.964689427969626	0.997059335046076	"ANKIB1"	"NM_019004"
"ENSG00000001631"	192.182726285006	-0.0446706156057245	0.733187567402242	-0.0609265863085991	0.951417675960242	0.997059335046076	"KRIT1"	"NM_001013406"
"ENSG00000002016"	210.287158575892	-0.58087386997972	0.72953702686931	-0.796222602261117	0.425902662541874	0.997059335046076	"RAD52"	"NM_001297419"
"ENSG00000002330"	18.9400675040019	-0.0944373853452282	1.43114408440335	-0.065987335848577	0.947387908007544	0.997059335046076	"BAD"	"NM_004322"
"ENSG00000002549"	393.9680753696	0.578441745082548	0.675681187548763	0.856086799132324	0.391949769887109	0.997059335046076	"LAP3"	"NM_015907"
"ENSG00000002587"	22.4335692356993	-1.12499554053857	1.35517044926518	-0.830150584488161	0.406453650169007	0.997059335046076	"HS3ST1"	"NM_005114"
"ENSG00000002822"	259.013418075204	-0.271737826133764	0.769244360225829	-0.353252932597372	0.723898828031811	0.997059335046076	"MAD1L1"	"NM_001013836"
"ENSG00000002834"	1137.50900374727	0.450622201275974	0.710922724519018	0.633855390655641	0.52617520053027	0.997059335046076	"LASP1"	"NM_001271608"
"ENSG00000002919"	138.714018540389	0.387512073200884	0.814798822110964	0.475592333573735	0.634364838202224	0.997059335046076	"SNX11"	"NM_001330320"
"ENSG00000003056"	460.158947020765	-0.14590850788196	0.735828947737788	-0.198291339761145	0.842817127034564	0.997059335046076	"M6PR"	"NM_001207024"
"ENSG00000003393"	140.34429162888	-0.058852967864744	0.769616194873279	-0.0764705424038464	0.939044749089969	0.997059335046076	"ALS2"	"NM_001135745"
"ENSG00000003402"	675.186964972394	-0.08309818114833	0.669212920543819	-0.124173007718982	0.901178293529563	0.997059335046076	"CFLAR"	"NM_001127183"
"ENSG00000003436"	113.81726410713	-1.66609641409939	2.90659252701893	-0.573212928407331	0.566500531767294	0.997059335046076	"TFPI"	"NM_001032281"
